flux,eigenvalue
0.0020000000,-0.0457808376
0.0020000000,-0.0294492356
0.0020000000,-0.0154677257
0.0020000000,-0.0045760978
0.0020000000,0.0045760978
0.0020000000,0.0154677257
0.0020000000,0.0294492356
0.0020000000,0.0457808376
0.0020000000,0.3458314282
0.0020000000,0.3458454117
0.0020000000,0.5287526844
0.0020000000,0.5289240328
0.0020000000,0.6337802155
0.0020000000,0.6572020852
0.0020000000,0.7177282803
0.0020000000,0.8781134771
0.0020000000,0.8781775191
0.0020000000,1.1820844755
0.0020000000,1.1821095244
0.0020000000,1.3253546692
0.0020000000,1.3761280115
0.0020000000,1.5308314318
0.0020000000,1.5309120563
0.0020000000,1.8717317455
0.0020000000,1.8802889027
0.0020000000,2.0081406131
0.0020000000,2.2251615191
0.0020000000,2.2256359160
0.0020000000,2.5125397632
0.0020000000,2.5532304302
0.0020000000,2.8764982502
0.0020000000,2.8791797104
0.0020000000,3.0664690664
0.0020000000,3.3997494578
0.0020000000,3.4226597974
0.0020000000,3.7585774315
0.0040000000,-3.7579986568
0.0040000000,-3.4333005965
0.0040000000,-3.3874929332
0.0040000000,-3.0729471273
0.0040000000,-2.8785641480
0.0040000000,-2.8682339660
0.0040000000,-2.5755164018
0.0040000000,-2.4950629595
0.0040000000,-2.2215635900
0.0040000000,-2.2215065911
0.0040000000,-2.0282414131
0.0040000000,-1.8829606292
0.0040000000,-1.8531393279
0.0040000000,-1.5273348883
0.0040000000,-1.5270995178
0.0040000000,-1.4088797747
0.0040000000,-1.3134741873
0.0040000000,-1.1769566075
0.0040000000,-1.1708708312
0.0040000000,-0.8744659735
0.0040000000,-0.8743792586
0.0040000000,-0.7556647083
0.0040000000,-0.6693135348
0.0040000000,-0.6104563492
0.0040000000,-0.5201628238
0.0040000000,-0.5174713746
0.0040000000,-0.3414575939
0.0040000000,-0.3414181924
0.0040000000,-0.0915252968
0.0040000000,-0.0588820212
0.0040000000,-0.0309314430
0.0040000000,-0.0091517080
0.0040000000,0.0091517080
0.0040000000,0.0309314430
0.0040000000,0.0588820212
0.0040000000,0.0915252968
0.0040000000,0.3414181924
0.0040000000,0.3414575939
0.0040000000,0.5174713746
0.0040000000,0.5201628238
0.0040000000,0.6104563492
0.0040000000,0.6693135348
0.0040000000,0.7556647083
0.0040000000,0.8743792586
0.0040000000,0.8744659735
0.0040000000,1.1708708312
0.0040000000,1.1769566075
0.0040000000,1.3134741873
0.0040000000,1.4088797747
0.0040000000,1.5270995178
0.0040000000,1.5273348883
0.0040000000,1.8531393279
0.0040000000,1.8829606292
0.0040000000,2.0282414131
0.0040000000,2.2215065911
0.0040000000,2.2215635900
0.0040000000,2.4950629595
0.0040000000,2.5755164018
0.0040000000,2.8682339660
0.0040000000,2.8785641480
0.0040000000,3.0729471273
0.0040000000,3.3874929332
0.0040000000,3.4333005965
0.0040000000,3.7579986568
0.0060000000,-3.7570352971
0.0060000000,-3.4433918287
0.0060000000,-3.3747131071
0.0060000000,-3.0826750279
0.0060000000,-2.8775416857
0.0060000000,-2.8555319328
0.0060000000,-2.5985641092
0.0060000000,-2.4800993293
0.0060000000,-2.2160841335
0.0060000000,-2.2140449517
0.0060000000,-2.0541974133
0.0060000000,-1.8872895710
0.0060000000,-1.8298497381
0.0060000000,-1.5212216671
0.0060000000,-1.5210076112
0.0060000000,-1.4437363415
0.0060000000,-1.3120814286
0.0060000000,-1.1712043462
0.0060000000,-1.1506945097
0.0060000000,-0.8682480904
0.0060000000,-0.8681624813
0.0060000000,-0.7962024596
0.0060000000,-0.6864373698
0.0060000000,-0.5974902653
0.0060000000,-0.5089988778
0.0060000000,-0.4952604206
0.0060000000,-0.3340535987
0.0060000000,-0.3339671851
0.0060000000,-0.1371967947
0.0060000000,-0.0882816978
0.0060000000,-0.0463870806
0.0060000000,-0.0137263360
0.0060000000,0.0137263360
0.0060000000,0.0463870806
0.0060000000,0.0882816978
0.0060000000,0.1371967947
0.0060000000,0.3339671851
0.0060000000,0.3340535987
0.0060000000,0.4952604206
0.0060000000,0.5089988778
0.0060000000,0.5974902653
0.0060000000,0.6864373698
0.0060000000,0.7962024596
0.0060000000,0.8681624813
0.0060000000,0.8682480904
0.0060000000,1.1506945097
0.0060000000,1.1712043462
0.0060000000,1.3120814286
0.0060000000,1.4437363415
0.0060000000,1.5210076112
0.0060000000,1.5212216671
0.0060000000,1.8298497381
0.0060000000,1.8872895710
0.0060000000,2.0541974133
0.0060000000,2.2140449517
0.0060000000,2.2160841335
0.0060000000,2.4800993293
0.0060000000,2.5985641092
0.0060000000,2.8555319328
0.0060000000,2.8775416857
0.0060000000,3.0826750279
0.0060000000,3.3747131071
0.0060000000,3.4433918287
0.0060000000,3.7570352971
0.0080000000,-3.7556892440
0.0080000000,-3.4529298907
0.0080000000,-3.3614201133
0.0080000000,-3.0946292415
0.0080000000,-2.8761176720
0.0080000000,-2.8394200647
0.0080000000,-2.6220623308
0.0080000000,-2.4679521437
0.0080000000,-2.2091915109
0.0080000000,-2.2028003926
0.0080000000,-2.0827814013
0.0080000000,-1.8931114175
0.0080000000,-1.8053011662
0.0080000000,-1.5127261870
0.0080000000,-1.5123631281
0.0080000000,-1.4796898410
0.0080000000,-1.3184431519
0.0080000000,-1.1657715704
0.0080000000,-1.1244219968
0.0080000000,-0.8595658582
0.0080000000,-0.8593804011
0.0080000000,-0.8376218063
0.0080000000,-0.7065530934
0.0080000000,-0.5939567219
0.0080000000,-0.4973362025
0.0080000000,-0.4651920642
0.0080000000,-0.3235779359
0.0080000000,-0.3232202517
0.0080000000,-0.1827583237
0.0080000000,-0.1176311768
0.0080000000,-0.0618304374
0.0080000000,-0.0182994723
0.0080000000,0.0182994723
0.0080000000,0.0618304374
0.0080000000,0.1176311768
0.0080000000,0.1827583237
0.0080000000,0.3232202517
0.0080000000,0.3235779359
0.0080000000,0.4651920642
0.0080000000,0.4973362025
0.0080000000,0.5939567219
0.0080000000,0.7065530934
0.0080000000,0.8376218063
0.0080000000,0.8593804011
0.0080000000,0.8595658582
0.0080000000,1.1244219968
0.0080000000,1.1657715704
0.0080000000,1.3184431519
0.0080000000,1.4796898410
0.0080000000,1.5123631281
0.0080000000,1.5127261870
0.0080000000,1.8053011662
0.0080000000,1.8931114175
0.0080000000,2.0827814013
0.0080000000,2.2028003926
0.0080000000,2.2091915109
0.0080000000,2.4679521437
0.0080000000,2.6220623308
0.0080000000,2.8394200647
0.0080000000,2.8761176720
0.0080000000,3.0946292415
0.0080000000,3.3614201133
0.0080000000,3.4529298907
0.0080000000,3.7556892440
0.0100000000,-3.7539631328
0.0100000000,-3.4619122090
0.0100000000,-3.3476258959
0.0100000000,-3.1079687890
0.0100000000,-2.8742998761
0.0100000000,-2.8207455440
0.0100000000,-2.6457637760
0.0100000000,-2.4587029353
0.0100000000,-2.2010634677
0.0100000000,-2.1877749067
0.0100000000,-2.1125460920
0.0100000000,-1.9002315103
0.0100000000,-1.7811932724
0.0100000000,-1.5161629014
0.0100000000,-1.5024588476
0.0100000000,-1.5005092223
0.0100000000,-1.3295573712
0.0100000000,-1.1611162188
0.0100000000,-1.0952428215
0.0100000000,-0.8793538286
0.0100000000,-0.8485169081
0.0100000000,-0.8478720823
0.0100000000,-0.7284464613
0.0100000000,-0.5958056697
0.0100000000,-0.4863396590
0.0100000000,-0.4324427650
0.0100000000,-0.3100790118
0.0100000000,-0.3086165086
0.0100000000,-0.2281721964
0.0100000000,-0.1469126908
0.0100000000,-0.0772571083
0.0100000000,-0.0228705840
0.0100000000,0.0228705840
0.0100000000,0.0772571083
0.0100000000,0.1469126908
0.0100000000,0.2281721964
0.0100000000,0.3086165086
0.0100000000,0.3100790118
0.0100000000,0.4324427650
0.0100000000,0.4863396590
0.0100000000,0.5958056697
0.0100000000,0.7284464613
0.0100000000,0.8478720823
0.0100000000,0.8485169081
0.0100000000,0.8793538286
0.0100000000,1.0952428215
0.0100000000,1.1611162188
0.0100000000,1.3295573712
0.0100000000,1.5005092223
0.0100000000,1.5024588476
0.0100000000,1.5161629014
0.0100000000,1.7811932724
0.0100000000,1.9002315103
0.0100000000,2.1125460920
0.0100000000,2.1877749067
0.0100000000,2.2010634677
0.0100000000,2.4587029353
0.0100000000,2.6457637760
0.0100000000,2.8207455440
0.0100000000,2.8742998761
0.0100000000,3.1079687890
0.0100000000,3.3476258959
0.0100000000,3.4619122090
0.0100000000,3.7539631328
0.0120000000,-3.7518603311
0.0120000000,-3.4703371876
0.0120000000,-3.3333445187
0.0120000000,-3.1220864100
0.0120000000,-2.8720987877
0.0120000000,-2.8001237154
0.0120000000,-2.6694730369
0.0120000000,-2.4521931800
0.0120000000,-2.1918839507
0.0120000000,-2.1691569300
0.0120000000,-2.1427855494
0.0120000000,-1.9084465797
0.0120000000,-1.7584712699
0.0120000000,-1.5528000155
0.0120000000,-1.4904209735
0.0120000000,-1.4854235413
0.0120000000,-1.3434860823
0.0120000000,-1.1574209228
0.0120000000,-1.0653586324
0.0120000000,-0.9211151214
0.0120000000,-0.8352522583
0.0120000000,-0.8334018730
0.0120000000,-0.7514152413
0.0120000000,-0.6005253453
0.0120000000,-0.4765121010
0.0120000000,-0.4007114542
0.0120000000,-0.2937547775
0.0120000000,-0.2892472949
0.0120000000,-0.2733997259
0.0120000000,-0.1761074983
0.0120000000,-0.0926623978
0.0120000000,-0.0274391047
0.0120000000,0.0274391047
0.0120000000,0.0926623978
0.0120000000,0.1761074983
0.0120000000,0.2733997259
0.0120000000,0.2892472949
0.0120000000,0.2937547775
0.0120000000,0.4007114542
0.0120000000,0.4765121010
0.0120000000,0.6005253453
0.0120000000,0.7514152413
0.0120000000,0.8334018730
0.0120000000,0.8352522583
0.0120000000,0.9211151214
0.0120000000,1.0653586324
0.0120000000,1.1574209228
0.0120000000,1.3434860823
0.0120000000,1.4854235413
0.0120000000,1.4904209735
0.0120000000,1.5528000155
0.0120000000,1.7584712699
0.0120000000,1.9084465797
0.0120000000,2.1427855494
0.0120000000,2.1691569300
0.0120000000,2.1918839507
0.0120000000,2.4521931800
0.0120000000,2.6694730369
0.0120000000,2.8001237154
0.0120000000,2.8720987877
0.0120000000,3.1220864100
0.0120000000,3.3333445187
0.0120000000,3.4703371876
0.0120000000,3.7518603311
0.0140000000,-3.7493849227
0.0140000000,-3.4782041650
0.0140000000,-3.3185925873
0.0140000000,-3.1365654304
0.0140000000,-2.8695280336
0.0140000000,-2.7779813116
0.0140000000,-2.6930345655
0.0140000000,-2.4480843012
0.0140000000,-2.1817978519
0.0140000000,-2.1731081229
0.0140000000,-2.1473190825
0.0140000000,-1.9175611937
0.0140000000,-1.7376832891
0.0140000000,-1.5893633864
0.0140000000,-1.4768239193
0.0140000000,-1.4669529293
0.0140000000,-1.3591310959
0.0140000000,-1.1547097510
0.0140000000,-1.0361719438
0.0140000000,-0.9627297756
0.0140000000,-0.8199633368
0.0140000000,-0.8156951598
0.0140000000,-0.7750366026
0.0140000000,-0.6069028260
0.0140000000,-0.4679442813
0.0140000000,-0.3722725218
0.0140000000,-0.3184007874
0.0140000000,-0.2749352716
0.0140000000,-0.2642200657
0.0140000000,-0.2051955128
0.0140000000,-0.1080412144
0.0140000000,-0.0320044223
0.0140000000,0.0320044223
0.0140000000,0.1080412144
0.0140000000,0.2051955128
0.0140000000,0.2642200657
0.0140000000,0.2749352716
0.0140000000,0.3184007874
0.0140000000,0.3722725218
0.0140000000,0.4679442813
0.0140000000,0.6069028260
0.0140000000,0.7750366026
0.0140000000,0.8156951598
0.0140000000,0.8199633368
0.0140000000,0.9627297756
0.0140000000,1.0361719438
0.0140000000,1.1547097510
0.0140000000,1.3591310959
0.0140000000,1.4669529293
0.0140000000,1.4768239193
0.0140000000,1.5893633864
0.0140000000,1.7376832891
0.0140000000,1.9175611937
0.0140000000,2.1473190825
0.0140000000,2.1731081229
0.0140000000,2.1817978519
0.0140000000,2.4480843012
0.0140000000,2.6930345655
0.0140000000,2.7779813116
0.0140000000,2.8695280336
0.0140000000,3.1365654304
0.0140000000,3.3185925873
0.0140000000,3.4782041650
0.0140000000,3.7493849227
0.0160000000,-3.7465416886
0.0160000000,-3.4855133779
0.0160000000,-3.3033898340
0.0160000000,-3.1511231351
0.0160000000,-2.8666049363
0.0160000000,-2.7546132106
0.0160000000,-2.7163223022
0.0160000000,-2.4459561826
0.0160000000,-2.2032681514
0.0160000000,-2.1709210100
0.0160000000,-2.1227207945
0.0160000000,-1.9273979025
0.0160000000,-1.7190868901
0.0160000000,-1.6256797386
0.0160000000,-1.4618659692
0.0160000000,-1.4450891725
0.0160000000,-1.3758585750
0.0160000000,-1.1529187095
0.0160000000,-1.0085851062
0.0160000000,-1.0040703509
0.0160000000,-0.8028640328
0.0160000000,-0.7990395021
0.0160000000,-0.7945153988
0.0160000000,-0.6143165422
0.0160000000,-0.4605060513
0.0160000000,-0.3631331572
0.0160000000,-0.3479113108
0.0160000000,-0.2540187975
0.0160000000,-0.2341548131
0.0160000000,-0.2334883900
0.0160000000,-0.1233879384
0.0160000000,-0.0365658636
0.0160000000,0.0365658636
0.0160000000,0.1233879384
0.0160000000,0.2334883900
0.0160000000,0.2341548131
0.0160000000,0.2540187975
0.0160000000,0.3479113108
0.0160000000,0.3631331572
0.0160000000,0.4605060513
0.0160000000,0.6143165422
0.0160000000,0.7945153988
0.0160000000,0.7990395021
0.0160000000,0.8028640328
0.0160000000,1.0040703509
0.0160000000,1.0085851062
0.0160000000,1.1529187095
0.0160000000,1.3758585750
0.0160000000,1.4450891725
0.0160000000,1.4618659692
0.0160000000,1.6256797386
0.0160000000,1.7190868901
0.0160000000,1.9273979025
0.0160000000,2.1227207945
0.0160000000,2.1709210100
0.0160000000,2.2032681514
0.0160000000,2.4459561826
0.0160000000,2.7163223022
0.0160000000,2.7546132106
0.0160000000,2.8666049363
0.0160000000,3.1511231351
0.0160000000,3.3033898340
0.0160000000,3.4855133779
0.0160000000,3.7465416886
0.0180000000,-3.7433360844
0.0180000000,-3.4922659288
0.0180000000,-3.2877599397
0.0180000000,-3.1655662040
0.0180000000,-2.8633512480
0.0180000000,-2.7392311661
0.0180000000,-2.7302271759
0.0180000000,-2.4453932104
0.0180000000,-2.2330937398
0.0180000000,-2.1593481972
0.0180000000,-2.0958241648
0.0180000000,-1.9378019813
0.0180000000,-1.7026971525
0.0180000000,-1.6616110125
0.0180000000,-1.4457295956
0.0180000000,-1.4199930616
0.0180000000,-1.3932791447
0.0180000000,-1.1519409529
0.0180000000,-1.0450316524
0.0180000000,-0.9831182679
0.0180000000,-0.8232381166
0.0180000000,-0.7841736087
0.0180000000,-0.7697670239
0.0180000000,-0.6224097530
0.0180000000,-0.4539804525
0.0180000000,-0.4075513852
0.0180000000,-0.3269857909
0.0180000000,-0.2629609560
0.0180000000,-0.2314040379
0.0180000000,-0.1981411248
0.0180000000,-0.1386962502
0.0180000000,-0.0411226743
0.0180000000,0.0411226743
0.0180000000,0.1386962502
0.0180000000,0.1981411248
0.0180000000,0.2314040379
0.0180000000,0.2629609560
0.0180000000,0.3269857909
0.0180000000,0.4075513852
0.0180000000,0.4539804525
0.0180000000,0.6224097530
0.0180000000,0.7697670239
0.0180000000,0.7841736087
0.0180000000,0.8232381166
0.0180000000,0.9831182679
0.0180000000,1.0450316524
0.0180000000,1.1519409529
0.0180000000,1.3932791447
0.0180000000,1.4199930616
0.0180000000,1.4457295956
0.0180000000,1.6616110125
0.0180000000,1.7026971525
0.0180000000,1.9378019813
0.0180000000,2.0958241648
0.0180000000,2.1593481972
0.0180000000,2.2330937398
0.0180000000,2.4453932104
0.0180000000,2.7302271759
0.0180000000,2.7392311661
0.0180000000,2.8633512480
0.0180000000,3.1655662040
0.0180000000,3.2877599397
0.0180000000,3.4922659288
0.0180000000,3.7433360844
0.0200000000,-3.7397742155
0.0200000000,-3.4984637581
0.0200000000,-3.2717317094
0.0200000000,-3.1797603559
0.0200000000,-2.8597941077
0.0200000000,-2.7616700454
0.0200000000,-2.7049744559
0.0200000000,-2.4460341966
0.0200000000,-2.2624522774
0.0200000000,-2.1471593600
0.0200000000,-2.0670475747
0.0200000000,-1.9486423758
0.0200000000,-1.6970356510
0.0200000000,-1.6883471116
0.0200000000,-1.4285844572
0.0200000000,-1.4111367386
0.0200000000,-1.3919684523
0.0200000000,-1.1516555516
0.0200000000,-1.0855149799
0.0200000000,-0.9599442526
0.0200000000,-0.8474958880
0.0200000000,-0.7641041875
0.0200000000,-0.7415737966
0.0200000000,-0.6309571077
0.0200000000,-0.4516045495
0.0200000000,-0.4481425624
0.0200000000,-0.3083152593
0.0200000000,-0.2915859559
0.0200000000,-0.2074465987
0.0200000000,-0.1596591010
0.0200000000,-0.1539588997
0.0200000000,-0.0456739944
0.0200000000,0.0456739944
0.0200000000,0.1539588997
0.0200000000,0.1596591010
0.0200000000,0.2074465987
0.0200000000,0.2915859559
0.0200000000,0.3083152593
0.0200000000,0.4481425624
0.0200000000,0.4516045495
0.0200000000,0.6309571077
0.0200000000,0.7415737966
0.0200000000,0.7641041875
0.0200000000,0.8474958880
0.0200000000,0.9599442526
0.0200000000,1.0855149799
0.0200000000,1.1516555516
0.0200000000,1.3919684523
0.0200000000,1.4111367386
0.0200000000,1.4285844572
0.0200000000,1.6883471116
0.0200000000,1.6970356510
0.0200000000,1.9486423758
0.0200000000,2.0670475747
0.0200000000,2.1471593600
0.0200000000,2.2624522774
0.0200000000,2.4460341966
0.0200000000,2.7049744559
0.0200000000,2.7616700454
0.0200000000,2.8597941077
0.0200000000,3.1797603559
0.0200000000,3.2717317094
0.0200000000,3.4984637581
0.0200000000,3.7397742155
0.0220000000,-3.7358628076
0.0220000000,-3.5041096176
0.0220000000,-3.2553407822
0.0220000000,-3.1936106430
0.0220000000,-2.8559672813
0.0220000000,-2.7835557279
0.0220000000,-2.6789698211
0.0220000000,-2.4475899459
0.0220000000,-2.2912320433
0.0220000000,-2.1344245206
0.0220000000,-2.0367556520
0.0220000000,-1.9598103626
0.0220000000,-1.7318322540
0.0220000000,-1.6757653177
0.0220000000,-1.4292519411
0.0220000000,-1.4105973593
0.0220000000,-1.3614033563
0.0220000000,-1.1519446785
0.0220000000,-1.1254130714
0.0220000000,-0.9389476744
0.0220000000,-0.8717046189
0.0220000000,-0.7428540842
0.0220000000,-0.7102817698
0.0220000000,-0.6398060396
0.0220000000,-0.4952306381
0.0220000000,-0.4427954889
0.0220000000,-0.3199966655
0.0220000000,-0.2909229784
0.0220000000,-0.1824429950
0.0220000000,-0.1691673856
0.0220000000,-0.1192377367
0.0220000000,-0.0502188246
0.0220000000,0.0502188246
0.0220000000,0.1192377367
0.0220000000,0.1691673856
0.0220000000,0.1824429950
0.0220000000,0.2909229784
0.0220000000,0.3199966655
0.0220000000,0.4427954889
0.0220000000,0.4952306381
0.0220000000,0.6398060396
0.0220000000,0.7102817698
0.0220000000,0.7428540842
0.0220000000,0.8717046189
0.0220000000,0.9389476744
0.0220000000,1.1254130714
0.0220000000,1.1519446785
0.0220000000,1.3614033563
0.0220000000,1.4105973593
0.0220000000,1.4292519411
0.0220000000,1.6757653177
0.0220000000,1.7318322540
0.0220000000,1.9598103626
0.0220000000,2.0367556520
0.0220000000,2.1344245206
0.0220000000,2.2912320433
0.0220000000,2.4475899459
0.0220000000,2.6789698211
0.0220000000,2.7835557279
0.0220000000,2.8559672813
0.0220000000,3.1936106430
0.0220000000,3.2553407822
0.0220000000,3.5041096176
0.0220000000,3.7358628076
0.0240000000,-3.7316091755
0.0240000000,-3.5092070460
0.0240000000,-3.2386321689
0.0240000000,-3.2070487909
0.0240000000,-2.8519127592
0.0240000000,-2.8048071225
0.0240000000,-2.6523046876
0.0240000000,-2.4498418560
0.0240000000,-2.3193311475
0.0240000000,-2.1212077388
0.0240000000,-2.0052796783
0.0240000000,-1.9712170313
0.0240000000,-1.7658552405
0.0240000000,-1.6646486078
0.0240000000,-1.4474914806
0.0240000000,-1.3919563012
0.0240000000,-1.3287090877
0.0240000000,-1.1645847057
0.0240000000,-1.1527028166
0.0240000000,-0.9198363408
0.0240000000,-0.8957707401
0.0240000000,-0.7206068159
0.0240000000,-0.6763986598
0.0240000000,-0.6488480886
0.0240000000,-0.5383360699
0.0240000000,-0.4377807914
0.0240000000,-0.3481520022
0.0240000000,-0.2741875668
0.0240000000,-0.1843114915
0.0240000000,-0.1566323690
0.0240000000,-0.0776685607
0.0240000000,-0.0547559828
0.0240000000,0.0547559828
0.0240000000,0.0776685607
0.0240000000,0.1566323690
0.0240000000,0.1843114915
0.0240000000,0.2741875668
0.0240000000,0.3481520022
0.0240000000,0.4377807914
0.0240000000,0.5383360699
0.0240000000,0.6488480886
0.0240000000,0.6763986598
0.0240000000,0.7206068159
0.0240000000,0.8957707401
0.0240000000,0.9198363408
0.0240000000,1.1527028166
0.0240000000,1.1645847057
0.0240000000,1.3287090877
0.0240000000,1.3919563012
0.0240000000,1.4474914806
0.0240000000,1.6646486078
0.0240000000,1.7658552405
0.0240000000,1.9712170313
0.0240000000,2.0052796783
0.0240000000,2.1212077388
0.0240000000,2.3193311475
0.0240000000,2.4498418560
0.0240000000,2.6523046876
0.0240000000,2.8048071225
0.0240000000,2.8519127592
0.0240000000,3.2070487909
0.0240000000,3.2386321689
0.0240000000,3.5092070460
0.0240000000,3.7316091755
0.0260000000,-3.7270211889
0.0260000000,-3.5137603447
0.0260000000,-3.2216640924
0.0260000000,-3.2200250095
0.0260000000,-2.8476828029
0.0260000000,-2.8253390071
0.0260000000,-2.6250559560
0.0260000000,-2.4526327515
0.0260000000,-2.3466499285
0.0260000000,-2.1075704797
0.0260000000,-1.9827902525
0.0260000000,-1.9729868539
0.0260000000,-1.7988714211
0.0260000000,-1.6547127684
0.0260000000,-1.4657505599
0.0260000000,-1.3729378151
0.0260000000,-1.2942795571
0.0260000000,-1.2027878061
0.0260000000,-1.1538408465
0.0260000000,-0.9196040834
0.0260000000,-0.9022658465
0.0260000000,-0.6975356663
0.0260000000,-0.6580033295
0.0260000000,-0.6406485889
0.0260000000,-0.5806338539
0.0260000000,-0.4329770824
0.0260000000,-0.3759977787
0.0260000000,-0.2577483500
0.0260000000,-0.1993785771
0.0260000000,-0.1302062549
0.0260000000,-0.0592840467
0.0260000000,-0.0354528791
0.0260000000,0.0354528791
0.0260000000,0.0592840467
0.0260000000,0.1302062549
0.0260000000,0.1993785771
0.0260000000,0.2577483500
0.0260000000,0.3759977787
0.0260000000,0.4329770824
0.0260000000,0.5806338539
0.0260000000,0.6406485889
0.0260000000,0.6580033295
0.0260000000,0.6975356663
0.0260000000,0.9022658465
0.0260000000,0.9196040834
0.0260000000,1.1538408465
0.0260000000,1.2027878061
0.0260000000,1.2942795571
0.0260000000,1.3729378151
0.0260000000,1.4657505599
0.0260000000,1.6547127684
0.0260000000,1.7988714211
0.0260000000,1.9729868539
0.0260000000,1.9827902525
0.0260000000,2.1075704797
0.0260000000,2.3466499285
0.0260000000,2.4526327515
0.0260000000,2.6250559560
0.0260000000,2.8253390071
0.0260000000,2.8476828029
0.0260000000,3.2200250095
0.0260000000,3.2216640924
0.0260000000,3.5137603447
0.0260000000,3.7270211889
0.0280000000,-3.7221072351
0.0280000000,-3.5177745547
0.0280000000,-3.2325026209
0.0280000000,-3.2045139211
0.0280000000,-2.8450542887
0.0280000000,-2.8433425398
0.0280000000,-2.5972923126
0.0280000000,-2.4558562665
0.0280000000,-2.3730849188
0.0280000000,-2.0935746891
0.0280000000,-1.9944714421
0.0280000000,-1.9405568411
0.0280000000,-1.8302919564
0.0280000000,-1.6457186521
0.0280000000,-1.4839416955
0.0280000000,-1.3541590562
0.0280000000,-1.2584773946
0.0280000000,-1.2394285908
0.0280000000,-1.1552871338
0.0280000000,-0.9431048073
0.0280000000,-0.8859374851
0.0280000000,-0.6738155881
0.0280000000,-0.6672111230
0.0280000000,-0.6249758495
0.0280000000,-0.6005530571
0.0280000000,-0.4282948738
0.0280000000,-0.4034560280
0.0280000000,-0.2414012324
0.0280000000,-0.2143524210
0.0280000000,-0.1033222273
0.0280000000,-0.0638012751
0.0280000000,-0.0070795983
0.0280000000,0.0070795983
0.0280000000,0.0638012751
0.0280000000,0.1033222273
0.0280000000,0.2143524210
0.0280000000,0.2414012324
0.0280000000,0.4034560280
0.0280000000,0.4282948738
0.0280000000,0.6005530571
0.0280000000,0.6249758495
0.0280000000,0.6672111230
0.0280000000,0.6738155881
0.0280000000,0.8859374851
0.0280000000,0.9431048073
0.0280000000,1.1552871338
0.0280000000,1.2394285908
0.0280000000,1.2584773946
0.0280000000,1.3541590562
0.0280000000,1.4839416955
0.0280000000,1.6457186521
0.0280000000,1.8302919564
0.0280000000,1.9405568411
0.0280000000,1.9944714421
0.0280000000,2.0935746891
0.0280000000,2.3730849188
0.0280000000,2.4558562665
0.0280000000,2.5972923126
0.0280000000,2.8433425398
0.0280000000,2.8450542887
0.0280000000,3.2045139211
0.0280000000,3.2325026209
0.0280000000,3.5177745547
0.0280000000,3.7221072351
0.0300000000,-3.7168761799
0.0300000000,-3.5212554324
0.0300000000,-3.2444544725
